vehicle_id,license_plate,carrier,model_id,image,lore
1503,,PZ,,,
1504,PO 1NK46,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12938,
1505,,PZ,,,
1506,PO 1NU40,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12088,
1601,PY 55145,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13699,
1602,PY 65123,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13694,
1603,,PZ,,,
1604,,PZ,,,
1605,PY 65106,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13716,
1606,PY 65188,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13696,
1607,,PZ,,,
1608,,PZ,,,
1609,PY 65073,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13720,
1610,PY 65177,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13718,
1611,,PZ,,,
1612,PY 65178,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13953,
1613,PY 65185,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13721,
1614,PY 65190,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13734,
1615,,PZ,,,
1616,,PZ,,,
1617,PY 65135,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13767,
1618,,PZ,,,
1619,,PZ,,,
1620,PY 65134,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13766,
1621,PY 65294,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13724,
1622,,PZ,,,
1623,,PZ,,,
1624,PY 65138,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13761,
1625,,PZ,,,
1626,,PZ,,,
1627,,PZ,,,
1628,,PZ,,,
1629,,PZ,,,
1630,PO 191NX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=2804,
1631,PO 646NX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11079,
1632,,PZ,,,
1633,PO 644NX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9822,
1634,,PZ,,,
1635,,PZ,,,
1636,PO 332PX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=2148,
1637,,PZ,,,
1638,,PZ,,,
1639,,PZ,,,
1640,,PZ,,,
1641,PO 240SE,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12516,
1642,PO 663SW,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=img&id=4292,
1643,PO 482SY,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9309,
1644,,PZ,,,
1645,,PZ,,,
1646,,PZ,,,
1647,,PZ,,,
1648,,PZ,,,
1649,PO 725SV,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=2851,
1650,,PZ,,,
1651,,PZ,,,
1652,PO 921XK,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9347,
1653,,PZ,,,
1654,PO 923XK,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9349,
1655,,PZ,,,
1656,PO 925XK,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13407,
1657,PO 2F456,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=6576,
1658,PO 2F457,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11950,
1659,,PZ,,,
1660,PO 2F459,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10751,
1661,PO 2F460,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10095,
1662,PO 5JP57,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13017,
1663,PO 8JP74,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13518,
1664,,PZ,,,
1665,PO 2JR39,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11699,
1666,,PZ,,,
1667,,PZ,,,
1668,PO 5JP65,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12976,
1669,,PZ,,,
1670,PO 5JP84,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12977,
1671,,PZ,,,
1672,PO 2JX30,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11326,
1673,PO 8JX22,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12162,
1674,PO 3JW18,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12341,
1675,PO 2JX41,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11581,
1676,PO 6JX33,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12644,
1680,,PZ,,,
1681,,PZ,,,
1701,PO 6MP14,PZ,SL418E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12548,
1702,,PZ,,,
1703,,PZ,,,
1704,,PZ,,,
1705,PO 2MP56,PZ,SL418E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12168,
1706,PO 9MP78,PZ,SL418E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11941,
1707,,PZ,,,
1708,,PZ,,,
1709,,PZ,,,
1710,,PZ,,,
1711,,PZ,,,
1712,PO 6NA57,PZ,SL418E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13405,
1713,,PZ,,,
1714,,PZ,,,
1715,,PZ,,,
1757,PO 869TA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9067,
1758,,PZ,,,
1759,PO 870TA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12281,
1760,PO 932TA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=4037,
1761,,PZ,,,
1762,PO 873TA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9066,
1763,,PZ,,,
1764,PO 772UA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=7650,
1765,,PZ,,,
1766,PO 773UA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=7416,
1767,,PZ,,,
1768,PO 734UC,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8257,
1769,,PZ,,,
1770,PO 513TW,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11526,
1771,PO 512TW,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9374,
1772,PO 742TW,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10248,
1773,PO 511TW,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10347,
1774,PO 744TW,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9375,
1833,PO 774AN,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9196,
1844,,PZ,,,
1845,,PZ,,,
1846,,PZ,,,
1847,,PZ,,,
1848,,PZ,,,
1849,,PZ,,,
1850,,PZ,,,
1851,,PZ,,,
1852,,PZ,,,
1853,,PZ,,,
1854,PO 379MK,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13521,
1855,,PZ,,,
1856,,PZ,,,
1857,,PZ,,,
1858,,PZ,,,
1859,,PZ,,,
1860,,PZ,,,
1861,PO 926MS,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13799,
1862,PO 273SE,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12901,
1863,,PZ,,,
1864,,PZ,,,
1865,PO 771SF,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10556,
1866,,PZ,,,
1867,PO 678NX,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8264,
1868,,PZ,,,
1869,PO 680NX,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10749,
1870,,PZ,,,
1871,,PZ,,,
1872,PO 681NX,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13044,
1873,PO 248PC,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10070,
1874,PO 247PC,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8301,
1875,,PZ,,,
1876,,PZ,,,
1877,PO 879PV,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13376,
1878,,PZ,,,
1879,PO 877PV,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=7124,
1880,PO 876PV,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12412,
1881,,PZ,,,
1882,,PZ,,,
1883,,PZ,,,
1884,,PZ,,,
1885,PO 366PX,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11115,
1886,PO 404RR,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8781,
1887,,PZ,,,
1888,PO 403RR,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10717,
1889,,PZ,,,
1890,,PZ,,,
1891,,PZ,,,
1892,,PZ,,,
1893,,PZ,,,
1894,PO 856SF,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8503,
1895,,PZ,,,
1896,,PZ,,,
1897,PO 481SY,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=6220,
1901,PO 6R022,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12899,
1902,PO 9P571,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8250,
1903,PO 9P569,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12996,
1904,,PZ,,,
1905,,PZ,,,
1906,,PZ,,,
1907,,PZ,,,
1908,,PZ,,,
1909,,PZ,,,
1910,,PZ,,,
1911,,PZ,,,
1912,,PZ,,,
1913,PO 4HA41,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11442,
1914,,PZ,,,
1915,PO 4HA04,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12340,
1916,PO 8GW07,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12997,
1917,PO 2HC55,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13022,
1918,,PZ,,,
1919,PO 5HA89,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13040,
1920,,PZ,,,
1921,,PZ,,,
1922,PO 2HT01,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13024,
1923,PO 8HE06,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13632,
1924,,PZ,,,
1925,PO 6HH73,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13578,
1926,,PZ,,,
1927,,PZ,,,
1928,,PZ,,,
1930,,PZ,,,
1931,,PZ,,,
1932,,PZ,,,
1933,,PZ,,,
1934,,PZ,,,
1935,,PZ,SL418D,,
1936,,PZ,,,
1937,,PZ,SL418D,,
1938,,PZ,,,
1939,PO 3R341,PZ,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13629,
1981,,PZ,,,
1982,,PZ,,,
3001,PZ 4G356,KZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13762,
3003,,KZ,,,
3004,,KZ,,,
3005,,KZ,,,
3006,,KZ,,,
3007,,KZ,,,
3008,,KZ,,,
3009,PZ 7553T,KZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11106,
3010,,KZ,,,
3011,,KZ,,,
3012,PZ 1194C,KZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12111,
3014,,KZ,,,
3015,PZ 3A273,KZ,MNNL28,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13439,
3016,PZ 040FS,KZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12540,
3018,,KZ,,,
3019,PZ 3F885,KZ,MNNG36,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13532,
3020,,KZ,,,
3021,,KZ,,,
3022,PO 6GC60,KZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12127,
3023,PO 8HC49,KZ,MNNL24,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11654,
3024,,KZ,,,
3025,,KZ,,,
3026,,KZ,,,
3027,,KZ,,,
3028,,KZ,,,
3029,,KZ,,,
4043,PZ 293NT,SW,SL412B,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10780,
4049,PZ 149TL,SW,SL412B,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11712,
4051,PZ 251TL,SW,SL412B,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12105,
4120,PZ 99629,SW,SL315D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11443,
4131,PZ 507AA,SW,SL315D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10501,
4133,PZ 509AA,SW,SL315D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12621,
4202,PZ 137C1,SW,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12631,
4203,PZ 0746U,SW,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=6984,
4210,PZ 6898F,SW,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9936,
4222,PZ 47483,SW,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10497,
4236,PZ 584XL,SW,SL418D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12614,
4302,,KL,,,
4307,,KL,,,
4309,,KL,,,
4310,,KL,,,
4311,,KL,,,
4312,,KL,,,
4313,,KL,,,
4314,PZ 803UR,KL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12808,
4315,,KL,,,
4316,PZ 528WA,KL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13908,
4317,PZ 529WA,KL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13909,
4318,PZ 530WA,KL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13137,
4319,PZ 531WA,KL,SL412D,https://phototrans.pl/images/photos/original/393/1146873.jpg,
4320,PZ 532WA,KL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12398,
4321,,KL,,,
5008,PZ 2R560,KR,MBC530,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13611,
5012,,KR,,,
5017,,KR,,,
5019,PZ 652YK,KR,MBC53G,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12746,This one was bought as used by Kórnik in 2021.
5020,,KR,,,
5021,,KR,MBC53H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13430,This one was bought as used by Kórnik in 2022.
5022,,KR,,,
5023,,KR,,,
5028,,KR,,,
5029,,KR,,,
5034,,KR,,,
5039,,KR,,,
5040,PZ 3J451,KR,MBC530,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13792,
5047,,KR,,,
5048,,KR,,,
5049,,KR,,,
5051,PZ 478SC,KR,MBC53G,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11969,
5052,,KR,,,
5053,,KR,,,
5054,PZ 326SX,KR,MBS515,https://i.imgur.com/ccHIH5C.png,This one was bought by Kórnik in 2019.
5056,PZ 067RX,KR,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12836,
5057,,KR,,,
5070,PZ 367LX,KR,MBC53L,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13507,This unit is the only O530L owned by Kórnik.
5086,,KR,,,
5092,PZ 935KX,KR,MBC530,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10186,
5093,,KR,,,
5097,PZ 027ME,KR,SL315D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10073,
5098,PZ 083ME,KR,SL315D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10241,
5099,,KR,,,
6050,,LB,,,
6051,,LB,,,
6052,,LB,,,
6053,,LB,,,
6054,,LB,,,
6055,,LB,,,
6056,,LB,,,
6057,,LB,,,
6058,,LB,,,
6059,,LB,,,
6060,,LB,,,
6061,,LB,,,
6062,PZ 343UU,LB,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12023,
6063,,LB,,,
6064,,LB,,,
6065,,LB,,,
6066,,LB,,,
6067,,LB,,,
6068,,LB,,,
6103,,LB,,,
6124,,LB,,,
6130,,LB,,,
6132,,LB,,,
6133,,LB,,,
6134,,LB,,,
6135,,LB,,,
6137,,LB,,,
6138,,LB,,,
6139,,LB,,,
6140,,LB,,,
7001,,KM,,,
7002,,KM,,,
7003,,KM,,,
7004,,KM,,,
7005,,KM,,,
7006,,KM,,,
7007,,KM,,,
7008,,KM,,,
7009,,KM,,,
7010,,KM,,,
7011,,KM,,,
7012,,KM,,,
7013,,KM,,,
7014,,KM,,,
7015,,KM,,,
7017,,KM,,,
7018,,KM,,,
7019,,KM,,,
7020,,KM,,,
7021,,KM,,,
7022,,KM,,,
7023,,KM,,,
7031,,KM,,,
7032,,KM,,,
7033,,KM,,,
7034,,KM,,,
7035,,KM,,,
7036,,KM,,,
7037,,KM,,,
7038,,KM,,,
8000,,TP,,,
8006,,TP,,,
8008,,TP,,,
8017,,TP,,,
8018,,TP,,,
8027,,TP,,,
8030,,TP,,,
8032,,TP,,,
8033,,TP,,,
8035,,TP,,,
8036,,TP,,,
8037,,TP,,,
8038,,TP,,,
8039,,TP,,,
8040,,TP,,,
8041,,TP,,,
8042,,TP,,,
8043,,TP,,,
8044,,TP,,,
8045,,TP,,,
8046,,TP,,,
8047,,TP,,,
8048,,TP,,,
8049,,TP,,,
8050,,TP,,,
8051,,TP,,,
8052,,TP,,,
8055,,TP,,,
8056,,TP,,,
8057,,TP,,,
8058,,TP,,,
8059,,TP,,,
8060,,TP,,,
8061,,TP,,,
8062,,TP,,,
8063,,TP,,,
8064,,TP,,,
8310,,RK,,,
8311,PZ 4S228,RK,SL412B,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13749,
8312,,RK,,,
8313,,RK,,,
8315,,RK,,,
8316,,RK,,,
8317,,RK,,,
8318,,RK,,,
8319,,RK,,,
8320,,RK,,,
8321,PZ 3E405,RK,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13687,
8322,,RK,,,
8323,,RK,,,
8324,,RK,,,
8325,,RK,,,
8326,,RK,,,
8327,,RK,,,
8328,,RK,,,
9101,,SL,,,
9102,PZ 331NL,SL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12370,
9103,,SL,,,
9104,,SL,,,
9105,,SL,,,
9106,,SL,,,
9107,PZ 334NL,SL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12419,
9108,,SL,,,
9109,PZ 026SN,SL,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13312,
9110,PZ 556WH,SL,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12451,
9111,PZ 3K741,SL,SL412B,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13623,
9114,,SL,,,
9115,,SL,,,
9116,,SL,,,
9117,,SL,,,
9118,,SL,,,
9120,,SL,,,
9121,,SL,,,
9122,,SL,,,
9124,PZ 2G662,SL,SL310D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13296,
